mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
22	22	95	95	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	245		articTenutoAbove							12			
22	22	191/2	191/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	246		articTenutoAbove							12			
22	22	96	96	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	247		articTenutoAbove							12			
22	22	193/2	193/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	248		articTenutoAbove							12			
22	22	97	97	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	249		articTenutoAbove							12			
22	22	195/2	195/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	250		articTenutoAbove										
22	22	95	95	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	251		articTenutoAbove							13			
22	22	191/2	191/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	252		articTenutoAbove							13			
22	22	96	96	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	253		articTenutoAbove							13			
22	22	193/2	193/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	254		articTenutoAbove							13			
22	22	97	97	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	255		articTenutoAbove							13			
22	22	195/2	195/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	256		articTenutoAbove										
22	22	189/2	189/2	4.5	0	0	Chord	9/8	2	2	9/8		1/2	9/4	257												
23	23	399/4	399/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	258									14			
23	23	201/2	201/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	259									14			
23	23	405/4	405/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	260									14			
23	23	102	102	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	261									14			
23	23	411/4	411/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	262												
23	23	399/4	399/4	2.25	3/16	3/16	Chord	9/8	1	2	9/16		1/4	9/4	263												
23	23	102	102	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	264												
23	23	399/4	399/4	2.25	3/16	3/16	Chord	9/8	2	1	9/16		1/4	9/4	265												
23	23	102	102	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	266												
23	23	99	99	4.5	0	0	Chord	9/8	2	2	9/8		1/2	9/4	267												
23	23	399/4	399/4	0.75	3/16	3/16	Chord	9/8	2	3	3/16		1/8	3/2	268									15			
23	23	201/2	201/2	0.75	3/8	3/8	Chord	9/8	2	3	3/16		1/8	3/2	269									15			
23	23	405/4	405/4	0.75	9/16	9/16	Chord	9/8	2	3	3/16		1/8	3/2	270									15			
23	23	102	102	0.75	3/4	3/4	Chord	9/8	2	3	3/16		1/8	3/2	271									15			
23	23	411/4	411/4	0.75	15/16	15/16	Chord	9/8	2	3	3/16		1/8	3/2	272												
24	24	104	104	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	273									16			
24	24	209/2	209/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	274									16			
24	24	105	105	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	275									16			
24	24	211/2	211/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	276									16			
24	24	106	106	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	277									16			
24	24	213/2	213/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	278									16			
24	24	107	107	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	279									16			
24	24	215/2	215/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	280												
24	24	104	104	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	281									17			
24	24	209/2	209/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	282									17			
24	24	105	105	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	283									17			
24	24	211/2	211/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	284									17			
24	24	106	106	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	285									17			
24	24	213/2	213/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	286									17			
24	24	107	107	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	287									17			
24	24	215/2	215/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	288												
24	24	207/2	207/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	289												
25	25	108	108	0.0	0	0	StaffText	9/8	1	1	0							dim. molto									
25	25	108	108	0.0	0	0	Spanner	9/8	1	1	0														0		
25	25	108	108	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	290		articTenutoAbove								0		
25	25	111	111	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	291		articTenutoAbove								0		
25	25	108	108	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	292		articTenutoAbove							18			
25	25	111	111	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	293		articTenutoAbove							18			
26	26	225/2	225/2	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	294		articTenutoAbove								0		
26	26	231/2	231/2	0.0	3/4	3/4	Spanner	9/8	1	1	0																
26	26	231/2	231/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	295												
26	26	225/2	225/2	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	296		articTenutoBelow										
26	26	231/2	231/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	297												
27	27	117	117	0.0	0	0	StaffText	9/8	1	1	0							Un poco mosso									
27	27	117	117	0.0	0	0	Dynamic	9/8	1	1	0					pp											
27	27	117	117	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	298									19			
27	27	120	120	1.0	3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	299									19			
27	27	121	121	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	300												
27	27	120	120	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	301												
27	27	117	117	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	302									20			
27	27	469/4	469/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	303									20			
27	27	235/2	235/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	304									20			
27	27	471/4	471/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	305									20			
27	27	118	118	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	306									20			
27	27	473/4	473/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	307												
27	27	237/2	237/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	308									21			
27	27	475/4	475/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	309									21			
27	27	119	119	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	310									21			
27	27	477/4	477/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	311									21			
27	27	239/2	239/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	312									21			
27	27	479/4	479/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	313												
27	27	120	120	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	314									22			
27	27	481/4	481/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	315									22			
27	27	241/2	241/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	316									22			
27	27	483/4	483/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	317									22			
27	27	121	121	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	318									22			
27	27	485/4	485/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	319												
27	27	117	117	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	320												
27	27	237/2	237/2	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	321												
27	27	120	120	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	322												
28	28	243/2	243/2	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	323									23			
28	28	249/2	249/2	1.0	3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	324									23			
28	28	251/2	251/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	325												
28	28	243/2	243/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	326									24			
28	28	487/4	487/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	327									24			
28	28	122	122	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	328									24			
28	28	489/4	489/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	329									24			
28	28	245/2	245/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	330									24			
28	28	491/4	491/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	331												
28	28	123	123	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	332									25			
28	28	493/4	493/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	333									25			
28	28	247/2	247/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	334									25			
28	28	495/4	495/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	335									25			
28	28	124	124	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	336									25			
28	28	497/4	497/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	337												
28	28	249/2	249/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	338									26			
28	28	499/4	499/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	339									26			
28	28	125	125	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	340									26			
28	28	501/4	501/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	341									26			
28	28	251/2	251/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	342									26			
28	28	503/4	503/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	343												
28	28	243/2	243/2	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	344												
28	28	123	123	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	345												
28	28	249/2	249/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	346												
29	29	126	126	0.0	0	0	Spanner	9/8	1	1	0																1
29	29	126	126	1.0	0	0	Chord	9/8	1	1	1/4		1/4	1	347									27			1
29	29	127	127	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	348									27			1
29	29	255/2	255/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	349									27			1
29	29	129	129	1.0	3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	350									27			1
29	29	130	130	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	351												1
29	29	126	126	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	352									28			
29	29	505/4	505/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	353									28			
29	29	253/2	253/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	354									28			
29	29	507/4	507/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	355									28			
29	29	127	127	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	356									28			
29	29	509/4	509/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	357									28			
29	29	255/2	255/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	358									28			
29	29	511/4	511/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	359									28			
29	29	128	128	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	360									28			
29	29	513/4	513/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	361									28			
29	29	257/2	257/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	362									28			
29	29	515/4	515/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	363									28			
29	29	129	129	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	364									28			
29	29	517/4	517/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	365									28			
29	29	259/2	259/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	366									28			
29	29	519/4	519/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	367									28			
29	29	130	130	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	368									28			
29	29	521/4	521/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	369												
30	30	261/2	261/2	0.0	0	0	Spanner	9/8	1	1	0																
30	30	261/2	261/2	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	370									29			
30	30	131	131	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	371									29			
30	30	263/2	263/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	372									29			
30	30	132	132	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	373												
30	30	132	132	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	374									30			
30	30	265/2	265/2	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	375									30			
30	30	133	133	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	376									30			
30	30	267/2	267/2	0.75	3/4	3/4	Chord	9/8	1	2	3/16		1/8	3/2	377									30			
30	30	537/4	537/4	0.75	15/16	15/16	Chord	9/8	1	2	3/16		1/8	3/2	378												
30	30	261/2	261/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	379									31			
30	30	523/4	523/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	380									31			
30	30	131	131	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	381									31			
30	30	525/4	525/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	382									31			
30	30	263/2	263/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	383									31			
30	30	527/4	527/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	384									31			
30	30	132	132	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	385									31			
30	30	529/4	529/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	386									31			
30	30	265/2	265/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	387									31			
30	30	531/4	531/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	388									31			
30	30	133	133	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	389									31			
30	30	533/4	533/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	390									31			
30	30	267/2	267/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	391									31			
30	30	535/4	535/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	392									31			
30	30	134	134	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	393									31			
30	30	537/4	537/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	394									31			
30	30	269/2	269/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	395									31			
30	30	539/4	539/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	396												
31	31	135	135	0.0	0	0	Dynamic	9/8	1	1	0					p											
31	31	135	135	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	397									32			
31	31	138	138	0.0	3/4	3/4	Spanner	9/8	1	1	0													32			2
31	31	138	138	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	398									32			2
31	31	139	139	0.0	1	1	Spanner	9/8	1	1	0																
31	31	139	139	0.25	1	1	Chord	9/8	1	2	1/16		1/16	1	399												
31	31	557/4	557/4	0.25	17/16	17/16	Chord	9/8	1	2	1/16		1/16	1	400												
31	31	139	139	0.5	1	1	Chord	9/8	1	3	1/8		1/8	1	401												
31	31	135	135	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	402									33			
31	31	541/4	541/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	403									33			
31	31	271/2	271/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	404									33			
31	31	543/4	543/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	405									33			
31	31	136	136	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	406									33			
31	31	545/4	545/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	407												
31	31	273/2	273/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	408									34			
31	31	547/4	547/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	409									34			
31	31	137	137	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	410									34			
31	31	549/4	549/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	411									34			
31	31	275/2	275/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	412									34			
31	31	551/4	551/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	413												
31	31	138	138	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	414									35			
31	31	553/4	553/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	415									35			
31	31	277/2	277/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	416									35			
31	31	555/4	555/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	417									35			
31	31	139	139	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	418												
31	31	135	135	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	419												
31	31	273/2	273/2	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	420												
31	31	138	138	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	421												
32	32	279/2	279/2	0.0	0	0	Dynamic	9/8	1	1	0					p											
32	32	279/2	279/2	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	422									36			
32	32	285/2	285/2	0.0	3/4	3/4	Spanner	9/8	1	1	0													36			3
32	32	285/2	285/2	1.0	3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	423									36			3
32	32	287/2	287/2	0.0	1	1	Spanner	9/8	1	1	0																
32	32	287/2	287/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	424												
32	32	287/2	287/2	0.25	1	1	Chord	9/8	1	2	1/16		1/16	1	425												
32	32	575/4	575/4	0.25	17/16	17/16	Chord	9/8	1	2	1/16		1/16	1	426												
32	32	279/2	279/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	427									37			
32	32	559/4	559/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	428									37			
32	32	140	140	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	429									37			
32	32	561/4	561/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	430									37			
32	32	281/2	281/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	431									37			
32	32	563/4	563/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	432												
32	32	141	141	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	433									38			
32	32	565/4	565/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	434									38			
32	32	283/2	283/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	435									38			
32	32	567/4	567/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	436									38			
32	32	142	142	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	437									38			
32	32	569/4	569/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	438												
32	32	285/2	285/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	439									39			
32	32	571/4	571/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	440									39			
32	32	143	143	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	441									39			
32	32	573/4	573/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	442									39			
32	32	287/2	287/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	443												
32	32	279/2	279/2	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	444												
32	32	141	141	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	445												
32	32	285/2	285/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	446												
33	33	144	144	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	447									40			
33	33	291/2	291/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/4	3/4	448									40			
33	33	585/4	585/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/4	3/4	449									40			
33	33	147	147	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/4	3/4	450									40			
33	33	591/4	591/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/4	3/4	451									40			
33	33	291/2	291/2	0.25	3/8	3/8	Chord	9/8	1	2	1/16		1/8	1/2	452												
33	33	583/4	583/4	0.25	7/16	7/16	Chord	9/8	1	2	1/16		1/8	1/2	453												
33	33	146	146	0.25	1/2	1/2	Chord	9/8	1	2	1/16		1/8	1/2	454												
33	33	585/4	585/4	0.25	9/16	9/16	Chord	9/8	1	2	1/16		1/8	1/2	455												
33	33	293/2	293/2	0.25	5/8	5/8	Chord	9/8	1	2	1/16		1/8	1/2	456												
33	33	587/4	587/4	0.25	11/16	11/16	Chord	9/8	1	2	1/16		1/8	1/2	457												
33	33	147	147	0.25	3/4	3/4	Chord	9/8	1	2	1/16		1/8	1/2	458												
33	33	589/4	589/4	0.25	13/16	13/16	Chord	9/8	1	2	1/16		1/8	1/2	459												
33	33	295/2	295/2	0.25	7/8	7/8	Chord	9/8	1	2	1/16		1/8	1/2	460												
33	33	591/4	591/4	0.25	15/16	15/16	Chord	9/8	1	2	1/16		1/8	1/2	461												
33	33	148	148	0.25	1	1	Chord	9/8	1	2	1/16		1/8	1/2	462												
33	33	593/4	593/4	0.25	17/16	17/16	Chord	9/8	1	2	1/16		1/8	1/2	463												
33	33	144	144	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	464									41			
33	33	577/4	577/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	465									41			
33	33	289/2	289/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	466									41			
33	33	579/4	579/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	467									41			
33	33	145	145	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	468									41			
33	33	581/4	581/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	469												
33	33	291/2	291/2	0.75	3/8	3/8	Chord	9/8	2	1	3/16		1/4	3/4	470									42			
33	33	585/4	585/4	0.75	9/16	9/16	Chord	9/8	2	1	3/16		1/4	3/4	471									42			
33	33	147	147	0.75	3/4	3/4	Chord	9/8	2	1	3/16		1/4	3/4	472									42			
33	33	591/4	591/4	0.75	15/16	15/16	Chord	9/8	2	1	3/16		1/4	3/4	473												
33	33	144	144	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	474												
34	34	297/2	297/2	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	475									40			
34	34	303/2	303/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	476												
34	34	297/2	297/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	477									43			
34	34	595/4	595/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	478									43			
