mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	1a	0	0	2.0	0	0	4/4	2	1	f#.i{		f#	i		i		i						{	m	1	1	0, -3, 1		0	0
1	1	1	1a	2	2	2.0	1/2	1/2	4/4	2	1	V43		f#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
2	2	2	2a	4	4	2.0	0	0	4/4	2	1	i6		f#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
2	2	2	2a	6	6	2.0	1/2	1/2	4/4	2	1	iv		f#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
3	3	3	3a	8	8	2.0	0	0	4/4	2	1	i		f#	i		i		i							m	1	1	0, -3, 1		0	0
3	3	3	3a	10	10	2.0	1/2	1/2	4/4	2	1	V43		f#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
4	4	4	4a	12	12	1.0	0	0	4/4	2	1	i6(4)		f#	i		i6(4)		i		6	4				m	1	1	-1, 1, 0		0	-1
4	4	4	4a	13	13	1.0	1/4	1/4	4/4	2	1	i6		f#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
4	4	4	4a	14	14	2.0	1/2	1/2	4/4	2	1	iv		f#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
5	5	5	5a	16	16	2.0	0	0	4/4	2	1	i		f#	i		i		i							m	1	1	0, -3, 1		0	0
5	5	5	5a	18	18	2.0	1/2	1/2	4/4	2	1	i6		f#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
6	6	6	6a	20	20	2.0	0	0	4/4	2	1	v		f#	i		v		v							m	1	1	1, -2, 2		1	1
6	6	6	6a	22	22	2.0	1/2	1/2	4/4	2	1	v2		f#	i		v2		v		2					mm7	1	1	-1, 1, -2, 2		1	-1
7	7	7	7a	24	24	2.0	0	0	4/4	2	1	i6		f#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
7	7	7	7a	26	26	1.0	1/2	1/2	4/4	2	1	V43(4)		f#	i		V43(4)		V		43	4				Mm7	1	1	2, -1, 1, 0		1	2
7	7	7	7a	27	27	1.0	3/4	3/4	4/4	2	1	V43		f#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
8	8	8	8a	28	28	2.0	0	0	4/4	2	1	i		f#	i		i		i							m	1	1	0, -3, 1		0	0
8	8	8	8a	30	30	1.0	1/2	1/2	4/4	2	1	V43(4)/III		f#	i		V43(4)/III		V		43	4	III			Mm7	1	1	-1, -4, -2, -3		-2	-1
8	8	8	8a	31	31	1.0	3/4	3/4	4/4	2	1	V43/III		f#	i		V43/III		V		43		III			Mm7	1	1	-1, -4, -2, 2		-2	-1
9	9	9	9a	32	32	2.0	0	0	4/4	2	1	III		f#	i		III		III							M	1	1	-3, 1, -2		-3	-3
9	9	9	9a	34	34	2.0	1/2	1/2	4/4	2	1	VI		f#	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
10	10	10	10a	36	36	2.0	0	0	4/4	2	1	VI64		f#	i		VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
10	10	10	10a	38	38	2.0	1/2	1/2	4/4	2	1	iv		f#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
11	11	11	11a	40	40	2.0	0	0	4/4	2	1	i6		f#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
11	11	11	11a	42	42	2.0	1/2	1/2	4/4	2	1	V6/III		f#	i		V6/III		V		6		III			M	1	1	2, -1, -2		-2	2
12	12	12	12a	44	44	2.0	0	0	4/4	2	1	V/III		f#	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
12	12	12	12a	46	46	1.0	1/2	1/2	4/4	2	1	V43(2)/III		f#	i		V43(2)/III		V		43	2	III			Mm7	1	1	-1, -4, 0, 2		-2	-1
12	12	12	12a	47	47	1.0	3/4	3/4	4/4	2	1	V43/III		f#	i		V43/III		V		43		III			Mm7	1	1	-1, -4, -2, 2		-2	-1
13	13	13	13a	48	48	2.0	0	0	4/4	2	1	III		f#	i		III		III							M	1	1	-3, 1, -2		-3	-3
13	13	13	13a	50	50	2.0	1/2	1/2	4/4	2	1	VI		f#	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
14	14	14	14a	52	52	6.0	0	0	4/4	2	1	V65/V		f#	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
15	15	15	15a	58	58	2.0	1/2	1/2	4/4	2	1	i43		f#	i		i43		i		43					mm7	1	1	1, -2, 0, -3		0	1
16	16	16	16a	60	60	2.0	0	0	4/4	2	1	V65/V		f#	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
16	16	16	16a	62	62	2.0	1/2	1/2	4/4	2	1	V43(+2)/III		f#	i		V43(+2)/III		V		43	+2	III			Mm7	1	1	-1, -4, -2, 2	0	-2	-1
17	17	17	17a	64	64	2.0	0	0	4/4	2	1	III		f#	i		III		III							M	1	1	-3, 1, -2		-3	-3
17	17	17	17a	66	66	2.0	1/2	1/2	4/4	2	1	V43/VII		f#	i		V43/VII		V		43		VII			Mm7	1	1	0, -3, -1, 3		-1	0
18	18	18	18a	68	68	6.0	0	0	4/4	2	1	V|HC}		f#	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
19	19	19	19a	74	74	2.0	1/2	1/2	4/4	2	1	iv7{		f#	i		iv7		iv		7				{	mm7	1	1	-1, -4, 0, -3		-1	-1
20	20	20	20a	76	76	6.0	0	0	4/4	2	1	V7/III		f#	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
21	21	21	21a	82	82	2.0	1/2	1/2	4/4	2	1	iv7		f#	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
22	22	22	22a	84	84	6.0	0	0	4/4	2	1	V7/III		f#	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
23	23	23	23a	90	90	1.0	1/2	1/2	4/4	2	1	V43(42)/III		f#	i		V43(42)/III		V		43	42	III			Mm7	1	1	-1, -4, 0, -3		-2	-1
23	23	23	23a	91	91	1.0	3/4	3/4	4/4	2	1	V7/III		f#	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
24	24	24	24a	92	92	2.0	0	0	4/4	2	1	V7(+2)/VI		f#	i		V7(+2)/VI		V		7	+2	VI			Mm7	1	1	-3, 1, -2, -5	-1	-3	-3
24	24	24	24a	94	94	2.0	1/2	1/2	4/4	2	1	VIM7		f#	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
25	25	25	25a	96	96	2.0	0	0	4/4	2	1	i7		f#	i		i7		i		7					mm7	1	1	0, -3, 1, -2		0	0
25	25	25	25a	98	98	2.0	1/2	1/2	4/4	2	1	iv7		f#	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
26	26	26	26a	100	100	2.0	0	0	4/4	2	1	vii7		f#	i		vii7		vii		7					mm7	1	1	-2, -5, -1, -4		-2	-2
26	26	26	26a	102	102	1.0	1/2	1/2	4/4	2	1	V43(4)/VI		f#	i		V43(4)/VI		V		43	4	VI			Mm7	1	1	-2, -5, -3, -4		-3	-2
26	26	26	26a	103	103	1.0	3/4	3/4	4/4	2	1	V7(2)/VI		f#	i		V7(2)/VI		V		7	2	VI			Mm7	1	1	-1, 1, -2, -5		-3	-1
27	27	27	27a	104	104	2.0	0	0	4/4	2	1	i		f#	i		i		i							m	1	1	0, -3, 1		0	0
27	27	27	27a	106	106	2.0	1/2	1/2	4/4	2	1	i2		f#	i		i2		i		2					mm7	1	1	-2, 0, -3, 1		0	-2
28	28	28	28a	108	108	2.0	0	0	4/4	2	1	VI		f#	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
28	28	28	28a	110	110	2.0	1/2	1/2	4/4	2	1	VI64		f#	i		VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
29	29	29	29a	112	112	2.0	0	0	4/4	2	1	VI		f#	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
29	29	29	29a	114	114	2.0	1/2	1/2	4/4	2	1	iv43(2)		f#	i		iv43(2)		iv		43	2				mm7	1	1	0, -3, 1, -4		-1	0
30	30	30	30a	116	116	2.0	0	0	4/4	2	1	iv		f#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
30	30	30	30a	118	118	2.0	1/2	1/2	4/4	2	1	#viio43		f#	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
31	31	31	31a	120	120	2.0	0	0	4/4	2	1	iv		f#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
31	31	31	31a	122	122	2.0	1/2	1/2	4/4	2	1	iv(+6)		f#	i		iv(+6)		iv			+6				m	1	1	-1, -4, 0	2	-1	-1
32	32	32	32a	124	124	2.0	0	0	4/4	2	1	i6		f#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
32	32	32	32a	126	126	2.0	1/2	1/2	4/4	2	1	i		f#	i		i		i							m	1	1	0, -3, 1		0	0
33	33	33	33a	128	128	2.0	0	0	4/4	2	1	V65/V		f#	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
33	33	33	33a	130	130	2.0	1/2	1/2	4/4	2	1	i43(+2)		f#	i		i43(+2)		i		43	+2				mm7	1	1	1, -2, 0, -3	2	0	1
34	34	34	34a	132	132	2.0	0	0	4/4	2	1	V43/V		f#	i		V43/V		V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
34	34	34	34a	134	134	2.0	1/2	1/2	4/4	2	1	i2(4)		f#	i		i2(4)		i		2	4				mm7	1	1	-2, 0, -1, 1		0	-2
35	35	35	35a	136	136	2.0	0	0	4/4	2	1	viio65/V		f#	i		viio65/V		vii	o	65		V			o7	1	1	3, 0, -3, 6		6	3
35	35	35	35a	138	138	2.0	1/2	1/2	4/4	2	1	V/V		f#	i		V/V		V				V			M	1	1	2, 6, 3		2	2
36	36	36	36a	140	140	2.0	0	0	4/4	2	1	V65/III		f#	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
36	36	36	36a	142	142	4.0	1/2	1/2	4/4	2	1	V7(+6)/III		f#	i		V7(+6)/III		V		7	+6	III			Mm7	1	1	-2, 2, -1, -4	1	-2	-2
37	37	37	37a	146	146	2.0	1/2	1/2	4/4	2	1	V7|HC}		f#	i		V7		V		7			HC	}	Mm7	1	1	1, 5, 2, -1		1	1
38	38	38	38a	148	148	4.0	0	0	4/4	2	1	V43		f#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
39	39	39	39a	152	152	2.0	0	0	4/4	2	1	i{		f#	i		i		i						{	m	1	1	0, -3, 1		0	0
39	39	39	39a	154	154	2.0	1/2	1/2	4/4	2	1	Ger6/V		f#	i		Ger6/V	Ger	vii	o	65	b3	V/V			Ger	1	1	-3, 1, -2, 7		7	-3
40	40	40	40a	156	156	2.0	0	0	4/4	2	1	i43		f#	i		i43		i		43					mm7	1	1	1, -2, 0, -3		0	1
40	40	40	40a	158	158	2.0	1/2	1/2	4/4	2	1	V7/VII		f#	i		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
41	41	41	41a	160	160	2.0	0	0	4/4	2	1	i		f#	i		i		i							m	1	1	0, -3, 1		0	0
41	41	41	41a	162	162	2.0	1/2	1/2	4/4	2	1	Ger6/V		f#	i		Ger6/V	Ger	vii	o	65	b3	V/V			Ger	1	1	-3, 1, -2, 7		7	-3
42	42	42	42a	164	164	2.0	0	0	4/4	2	1	i43		f#	i		i43		i		43					mm7	1	1	1, -2, 0, -3		0	1
42	42	42	42a	166	166	2.0	1/2	1/2	4/4	2	1	V/VII		f#	i		V/VII		V				VII			M	1	1	-1, 3, 0		-1	-1
43	43	43	43a	168	168	2.0	0	0	4/4	2	1	i43		f#	i		i43		i		43					mm7	1	1	1, -2, 0, -3		0	1
43	43	43	43a	170	170	2.0	1/2	1/2	4/4	2	1	V7/VII		f#	i		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
44	44	44	44a	172	172	2.0	0	0	4/4	2	1	vii%43/VII		f#	i		vii%43/VII		vii	%	43		VII			%7	1	1	-3, 1, 3, 0		3	-3
44	44	44	44a	174	174	2.0	1/2	1/2	4/4	2	1	VII6		f#	i		VII6		VII		6					M	1	1	2, -1, -2		-2	2
45	45	45	45a	176	176	2.0	0	0	4/4	2	1	i7		f#	i		i7		i		7					mm7	1	1	0, -3, 1, -2		0	0
45	45	45	45a	178	178	1.0	1/2	1/2	4/4	2	1	V7(4)/VII		f#	i		V7(4)/VII		V		7	4	VII			Mm7	1	1	-1, -2, 0, -3		-1	-1
45	45	45	45a	179	179	1.0	3/4	3/4	4/4	2	1	V7/VII		f#	i		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
46	46	46	46a	180	180	1.0	0	0	4/4	2	1	VII(6)		f#	i		VII(6)		VII			6				M	1	1	-2, 2, 1		-2	-2
46	46	46	46a	181	181	3.0	1/4	1/4	4/4	2	1	VII		f#	i		VII		VII							M	1	1	-2, 2, -1		-2	-2
47	47	47	47a	184	184	2.0	0	0	4/4	2	1	#viio7/ii		f#	i		#viio7/ii		#vii	o	7		ii			o7	1	1	7, 4, 1, -2		7	7
47	47	47	47a	186	186	2.0	1/2	1/2	4/4	2	1	ii		f#	i		ii		ii							m	1	1	2, -1, 3		2	2
48	48	48	48a	188	188	2.0	0	0	4/4	2	1	v		f#	i		v		v							m	1	1	1, -2, 2		1	1
48	48	48	48a	190	190	2.0	1/2	1/2	4/4	2	1	ii		f#	i		ii		ii							m	1	1	2, -1, 3		2	2
49	49	49	49a	192	192	2.0	0	0	4/4	2	1	V7/iv		f#	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
49	49	49	49a	194	194	1.0	1/2	1/2	4/4	2	1	V2(6)/IV		f#	i		V2(6)/IV		V		2	6	IV			Mm7	1	1	-2, 0, 4, 3		0	-2
49	49	49	49a	195	195	1.0	3/4	3/4	4/4	2	1	V2/IV		f#	i		V2/IV		V		2		IV			Mm7	1	1	-2, 0, 4, 1		0	-2
50	50	50	50a	196	196	1.0	0	0	4/4	2	1	IV6(72)		f#	i		IV6(72)		IV		6	72				M	1	1	3, 0, 1, -3		-1	3
50	50	50	50a	197	197	1.0	1/4	1/4	4/4	2	1	IV6		f#	i		IV6		IV		6					M	1	1	3, 0, -1		-1	3
50	50	50	50a	198	198	1.0	1/2	1/2	4/4	2	1	IV		f#	i		IV		IV							M	1	1	-1, 3, 0		-1	-1
50	50	50	50a	199	199	1.0	3/4	3/4	4/4	2	1	IV64		f#	i		IV64		IV		64					M	1	1	0, -1, 3		-1	0
51	51	51	51a	200	200	1.0	0	0	4/4	2	1	v(2)		f#	i		v(2)		v			2				m	1	1	-4, -2, 2		1	-4
51	51	51	51a	201	201	1.0	1/4	1/4	4/4	2	1	v		f#	i		v		v							m	1	1	1, -2, 2		1	1
51	51	51	51a	202	202	1.0	1/2	1/2	4/4	2	1	v2(2)		f#	i		v2(2)		v		2	2				mm7	1	1	-1, -4, -2, 2		1	-1
51	51	51	51a	203	203	1.0	3/4	3/4	4/4	2	1	v2		f#	i		v2		v		2					mm7	1	1	-1, 1, -2, 2		1	-1
52	52	52	52a	204	204	1.0	0	0	4/4	2	1	#vii%7(4)/iv		f#	i		#vii%7(4)/iv		#vii	%	7	4	iv			%7	1	1	4, -4, -2, 2		4	4
52	52	52	52a	205	205	1.0	1/4	1/4	4/4	2	1	#vii%7/iv		f#	i		#vii%7/iv		#vii	%	7		iv			%7	1	1	4, 1, -2, 2		4	4
52	52	52	52a	206	206	2.0	1/2	1/2	4/4	2	1	VIIM65		f#	i		VIIM65		VII	M	65					MM7	1	1	2, -1, 3, -2		-2	2
53	53	53	53a	208	208	1.0	0	0	4/4	2	1	v(2)		f#	i		v(2)		v			2				m	1	1	-4, -2, 2		1	-4
53	53	53	53a	209	209	1.0	1/4	1/4	4/4	2	1	v		f#	i		v		v							m	1	1	1, -2, 2		1	1
53	53	53	53a	210	210	1.0	1/2	1/2	4/4	2	1	v2(2)		f#	i		v2(2)		v		2	2				mm7	1	1	-1, -4, -2, 2		1	-1
53	53	53	53a	211	211	1.0	3/4	3/4	4/4	2	1	v2		f#	i		v2		v		2					mm7	1	1	-1, 1, -2, 2		1	-1
54	54	54	54a	212	212	1.0	0	0	4/4	2	1	#vii%7(4)/iv		f#	i		#vii%7(4)/iv		#vii	%	7	4	iv			%7	1	1	4, -4, -2, 2		4	4
54	54	54	54a	213	213	1.0	1/4	1/4	4/4	2	1	#vii%7/iv		f#	i		#vii%7/iv		#vii	%	7		iv			%7	1	1	4, 1, -2, 2		4	4
54	54	54	54a	214	214	1.0	1/2	1/2	4/4	2	1	V/iv		f#	i		V/iv		V				iv			M	1	1	0, 4, 1		0	0
54	54	54	54a	215	215	1.0	3/4	3/4	4/4	2	1	V7(+2)/iv		f#	i		V7(+2)/iv		V		7	+2	iv			Mm7	1	1	0, 4, 1, -2	-5	0	0
55	55	55	55a	216	216	1.0	0	0	4/4	2	1	iv(2)		f#	i		iv(2)		iv			2				m	1	1	1, -4, 0		-1	1
55	55	55	55a	217	217	1.0	1/4	1/4	4/4	2	1	iv		f#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
55	55	55	55a	218	218	1.0	1/2	1/2	4/4	2	1	iv2(2)		f#	i		iv2(2)		iv		2	2				mm7	1	1	-3, 1, -4, 0		-1	-3
55	55	55	55a	219	219	1.0	3/4	3/4	4/4	2	1	iv2		f#	i		iv2		iv		2					mm7	1	1	-3, -1, -4, 0		-1	-3
56	56	56	56a	220	220	1.0	0	0	4/4	2	1	vii%7(4)/III		f#	i		vii%7(4)/III		vii	%	7	4	III			%7	1	1	2, 1, -4, 0		2	2
56	56	56	56a	221	221	1.0	1/4	1/4	4/4	2	1	vii%7/III		f#	i		vii%7/III		vii	%	7		III			%7	1	1	2, -1, -4, 0		2	2
56	56	56	56a	222	222	2.0	1/2	1/2	4/4	2	1	VIM65		f#	i		VIM65		VI	M	65					MM7	1	1	0, -3, 1, -4		-4	0
57	57	57	57a	224	224	1.0	0	0	4/4	2	1	iv(2)		f#	i		iv(2)		iv			2				m	1	1	1, -4, 0		-1	1
57	57	57	57a	225	225	1.0	1/4	1/4	4/4	2	1	iv		f#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
57	57	57	57a	226	226	1.0	1/2	1/2	4/4	2	1	iv2(2)		f#	i		iv2(2)		iv		2	2				mm7	1	1	-3, 1, -4, 0		-1	-3
57	57	57	57a	227	227	1.0	3/4	3/4	4/4	2	1	iv2		f#	i		iv2		iv		2					mm7	1	1	-3, -1, -4, 0		-1	-3
58	58	58	58a	228	228	1.0	0	0	4/4	2	1	vii%7(4)/III		f#	i		vii%7(4)/III		vii	%	7	4	III			%7	1	1	2, 1, -4, 0		2	2
58	58	58	58a	229	229	1.0	1/4	1/4	4/4	2	1	vii%7/III		f#	i		vii%7/III		vii	%	7		III			%7	1	1	2, -1, -4, 0		2	2
58	58	58	58a	230	230	1.0	1/2	1/2	4/4	2	1	V/III		f#	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
58	58	58	58a	231	231	1.0	3/4	3/4	4/4	2	1	V7(+2)/III		f#	i		V7(+2)/III		V		7	+2	III			Mm7	1	1	-2, 2, -1, -4	0	-2	-2
59	59	59	59a	232	232	2.0	0	0	4/4	2	1	III		f#	i		III		III							M	1	1	-3, 1, -2		-3	-3
59	59	59	59a	234	234	2.0	1/2	1/2	4/4	2	1	III6		f#	i		III6		III		6					M	1	1	1, -2, -3		-3	1
60	60	60	60a	236	236	4.0	0	0	4/4	2	1	i		f#	i		i		i							m	1	1	0, -3, 1		0	0
61	61	61	61a	240	240	2.0	0	0	4/4	2	1	III		f#	i		III		III							M	1	1	-3, 1, -2		-3	-3
61	61	61	61a	242	242	1.0	1/2	1/2	4/4	2	1	i6		f#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
61	61	61	61a	243	243	1.0	3/4	3/4	4/4	2	1	III(+6)		f#	i		III(+6)		III			+6				M	1	1	-3, 1, -2	0	-3	-3
62	62	62	62a	244	244	4.0	0	0	4/4	2	1	VIM7		f#	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
63	63	63	63a	248	248	4.0	0	0	4/4	2	1	bII		f#	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
64	64	64	64a	252	252	2.0	0	0	4/4	2	1	vi7		f#	i		vi7		vi		7					mm7	1	1	-4, -7, -3, -6		-4	-4
64	64	64	64a	254	254	2.0	1/2	1/2	4/4	2	1	bIM7		f#	i		bIM7		bI	M	7					MM7	1	1	-7, -3, -6, -2		-7	-7
65	65	65	65a	256	256	2.0	0	0	4/4	2	1	bII		f#	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
65	65	65	65a	258	258	2.0	1/2	1/2	4/4	2	1	V2/bV		f#	i		V2/bV		V		2		bV			Mm7	1	1	-7, -5, -1, -4		-5	-7
66	66	66	66a	260	260	2.0	0	0	4/4	2	1	V7/III		f#	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
